gene_symbol,log2FoldChange,pvalue
RP23-265B15.1,-0.014276208,0.99999707
Tspyl3,-0.091013362,0.99999707
Tapt1,-0.195696069,0.392182964
Gm6887,-0.46200445,0.00000228
Zfp746,-0.046130724,0.99999707
Trp53inp1,0.075891235,0.99999707
Zfp607a,-0.012029318,0.99999707
Igkv1-88,-0.00691819,0.99999707
Gm37397,0.019684896,0.99999707
Ago4,-0.089609627,0.99999707
Csrp3,0.021590986,0.99999707
Arf4os,-0.03270585,0.99999707
Chchd3,0.087930025,0.99999707
Adarb1,0.011929467,0.99999707
Tmem29,-0.057362071,0.99999707
Gm13194,0.001126705,0.99999707
Gm6467,-0.000623628,0.99999707
Tsr1,-0.057449726,0.99999707
Sh3kbp1,-0.020164333,0.99999707
Arid3a,-0.053686909,0.99999707
Susd2,0.050423906,0.99999707
Atp4b,-0.002012459,0.99999707
2900060B14Rik,-0.105389083,0.99999707
Gins3,-0.130605207,0.99999707
Cyp4f13,-0.160287691,0.657082297
Ccdc7a,-0.000823218,0.99999707
Ercc1,-0.1933286,0.538427502
Hsf5,0.05169907,0.99999707
Srpk3,0.002693569,0.99999707
Stac2,0.035637384,0.99999707
Pcyt1a,-0.035378484,0.99999707
Sc5d,0.020163287,0.99999707
Wipf2,0.09525743,0.99999707
Mcoln2,-0.008675971,0.99999707
Ddx21,0.006870994,0.99999707
Gm27326,-0.010061855,0.99999707
Rpl9-ps7,0.058416335,0.99999707
Herc1,-0.130083432,0.969862288
Gramd1b,0.05047059,0.99999707
Mrgbp,-0.056984231,0.99999707
Gm14111,-0.002978001,0.99999707
Ptprv,0.079916759,0.99999707
Gm13778,-0.024372656,0.99999707
Aox2,0.042083865,0.99999707
Anapc10,-0.022369201,0.99999707
1700052K11Rik,0.040249987,0.99999707
Gm6524,0.069958865,0.99999707
Cited1,0.019883414,0.99999707
Mus81,-0.048153631,0.99999707
Gm2976,0.125008314,0.853072994
Hlcs,0.053454392,0.99999707
Gm5256,-0.016930695,0.99999707
Gm14472,0.149075712,0.890443655
Pisd-ps2,0.05606503,0.99999707
Dlk2,-0.0620514,0.99999707
Srcin1,-0.043109627,0.99999707
Gm37509,0.057949844,0.99999707
Gm43860,-0.005860105,0.99999707
Ythdc1,0.121934062,0.805158911
Uckl1,-0.024616563,0.99999707
Gata1,-0.003784441,0.99999707
Gm43844,-0.052223044,0.99999707
Cbs,-0.071835977,0.99999707
Gm5940,0.064822701,0.99999707
Gm37940,0.016402173,0.99999707
Lgals3,-0.040928438,0.99999707
Gm11574,0.013635718,0.99999707
Mir6924,-0.061032298,0.99999707
Themis2,0.029374215,0.99999707
Ptpn7,-0.001111952,0.99999707
Rps26-ps1,0.033561671,0.99999707
Gm10819,-0.086769219,0.99999707
Krt6a,-0.050664344,0.99999707
Coprs,-0.08355008,0.99999707
Trim63,0.031160523,0.99999707
Gm15796,-0.020775758,0.99999707
Adcy7,-0.242062966,0.031981458
Atpaf1,-0.01037729,0.99999707
Gak,-0.083034183,0.99999707
Trmt10b,0.048501482,0.99999707
Rnase9,0.076116513,0.99999707
Sec61a2,-0.034235044,0.99999707
Bmp1,0.027949398,0.99999707
Tbx21,-0.005656501,0.99999707
Cdhr2,-0.074076516,0.99999707
Spin1,-0.074451382,0.99999707
Mrpl57,-0.100114772,0.99999707
Gm37570,-0.085613875,0.99999707
Clns1a,0.069195595,0.99999707
Fgf11,0.091626152,0.99999707
Sirt3,-0.033831587,0.99999707
Stra8,-0.149900539,0.778411773
Igkv5-39,0.032514738,0.99999707
Slc6a21,-0.038922368,0.99999707
Dusp22,-0.008772725,0.99999707
Usp38,0.146101414,0.68526997
Zhx3,0.096032697,0.99999707
Col25a1,0.033905246,0.99999707
Gm16150,-0.031525176,0.99999707
Gm2449,0.087165915,0.99999707
Gm42671,0.131985719,0.313702785
Gm29284,-0.006952725,0.99999707
D930036K23Rik,-0.103582587,0.99999707
Aco1,-0.155156117,0.551029642
Abhd13,-0.126498393,0.931367754
Gm27017,-0.034602135,0.99999707
Gm37885,0.050738058,0.99999707
Rnase12,0.028271043,0.99999707
Nadk,-0.007226557,0.99999707
Tspear,0.039332961,0.99999707
Rfwd2,-0.026092896,0.99999707
Efcab2,-0.020594281,0.99999707
Srd5a1,-0.03444058,0.99999707
Fam229a,1.7,1.16E-28
Psmd4,-0.009949681,0.99999707
Alg14,-0.044457131,0.99999707
Irx5,0.035894647,0.99999707
Tnfsf14,-0.149074471,0.541409985
Col27a1,0.00751101,0.99999707
Akap10,-0.042486541,0.99999707
4930520O04Rik,0.020517773,0.99999707
Csnk1g2,-0.084620984,0.99999707
H2-Q5,0.142476762,0.82910074
Gm11744,-0.038202701,0.99999707
Zmym3,0.033944374,0.99999707
Shb,-0.058922059,0.99999707
Gm6283,-0.064837357,0.99999707
Mir3096,0.051569038,0.99999707
Gm13201,-0.006388664,0.99999707
Capza2,-0.032161187,0.99999707
Gm26075,-0.002373676,0.99999707
Glipr2,0.054643344,0.99999707
Pstpip2,-0.120772199,0.846795014
Gm37632,-0.024450782,0.99999707
Gm27516,-0.032978751,0.99999707
Gm12950,-0.003294795,0.99999707
Adipoq,0.089838758,0.99999707
Cd22,0.167090475,0.73724682
B020031M17Rik,0.007857083,0.99999707
AA986860,0.033768968,0.99999707
Gm4202,-0.010148156,0.99999707
Rad51ap2,0.039858688,0.99999707
Twistnb,0.05381599,0.99999707
Asxl1,-0.105176112,0.99999707
Grhl1,-0.044208983,0.99999707
Chd1l,0.030975986,0.99999707
Eif4g1,0.044112656,0.99999707
Adsl,-0.321429138,0.033624328
Adgrl4,0.317313109,0.000661736
Gsto2,-0.083406937,0.99999707
BC030867,-0.019878719,0.99999707
Pou3f1,-0.082526706,0.99999707
Gm22117,0.057740055,0.99999707
Gm16286,0.000835919,0.99999707
Ssr2,0.015074619,0.99999707
Fam76b,0.003899712,0.99999707
Atp6v0a1,-0.098767076,0.99999707
Gm29771,0.036481278,0.99999707
Baiap3,-0.086302618,0.732341158
Gm7123,0.033438751,0.99999707
Lmcd1,0.069644249,0.99999707
Grk1,0.034839163,0.99999707
Gm37618,-0.070780466,0.99999707
Gm37835,0.176582821,0.323744997
Gm10337,-0.032133595,0.99999707
Gm12183,0.028559438,0.99999707
Ube4b,-0.051819539,0.99999707
Rnasel,0.061047139,0.99999707
Isoc2a,-0.00946921,0.99999707
Lap3,0.006967572,0.99999707
Nradd,-0.109696881,0.99999707
Slc19a2,0.015386198,0.99999707
Cct5,0.014525022,0.99999707
Gm23413,-0.010488796,0.99999707
Mta1,0.067769309,0.99999707
Gm37352,-0.104594348,0.99999707
Hhex,-0.208505383,0.462962712
Akr1a1,-0.183117882,0.541409985
Cfap53,0.016584565,0.99999707
Hist1h3g,-0.002411086,0.99999707
Twsg1,-0.012952225,0.99999707
Zswim5,0.002549352,0.99999707
Gm5446,-0.025140045,0.99999707
Qsox2,-0.001825077,0.99999707
Suds3,-0.051309423,0.99999707
Gm6658,-0.049818376,0.99999707
Ppm1l,0.004025161,0.99999707
Lax1,-0.001220393,0.99999707
Hnrnpm,0.073409485,0.99999707
Gm23849,-0.004380505,0.99999707
C1galt1,0.041232424,0.99999707
Gm12186,0.050311479,0.99999707
Iqcd,-0.020685281,0.99999707
Pcnp,-0.047712894,0.99999707
Ctbp1,0.124667941,0.832678241
Larp4,0.18963947,0.60790661
Plcxd1,0.020321461,0.99999707
Frmd6,-0.008895015,0.99999707
Rfx1,0.084592117,0.99999707
Cdip1,-0.053995034,0.99999707
9330136K24Rik,0.138708596,0.725267256
Rpa3,0.047832543,0.99999707
Atrn,-0.030065871,0.99999707
Arhgap12,-0.092057709,0.99999707
Rtkn2,-0.432798105,0.000176876
1700109H08Rik,0.005971701,0.99999707
Gm37593,-0.100900406,0.99999707
Tceanc,-0.157281304,0.795672061
Gpam,-0.160996768,0.783434208
Brap,0.022723757,0.99999707
C330018D20Rik,0.046770626,0.99999707
Zfyve27,0.085849645,0.99999707
Pdia3,0.029661069,0.99999707
Gm44646,0.039704481,0.99999707
Gm5533,-0.024073476,0.99999707
Slc13a4,-0.008579226,0.99999707
Vsig10,-0.061780296,0.99999707
Gm16302,-0.015813738,0.99999707
Raf1,-0.01501597,0.99999707
Eps8l1,-0.142318523,0.338813766
Rab38,-0.015189692,0.99999707
Ap2b1,-0.07743818,0.99999707
Naglu,-0.075369395,0.99999707
Gm15013,-0.031868191,0.99999707
Igsf9,-0.077662214,0.99999707
Gm17435,0.094677608,0.99999707
Gm5430,-0.025349362,0.99999707
Pip4k2c,-0.045929405,0.99999707
Gm14830,0.025756235,0.99999707
Mir703,-0.033503038,0.99999707
Xlr3b,0.029349335,0.99999707
Pik3ap1,0.076840445,0.99999707
Dhx58,0.060950621,0.99999707
Gm4705,-0.035254507,0.99999707
Gm9694,-0.00240935,0.99999707
Inpp5a,0.077547883,0.980699013
Gm16163,-0.094325508,0.891851681
Rasl11a,0.01651854,0.99999707
BC003965,-0.097540457,0.99999707
Begain,-0.187828977,0.188429568
Hpx,-0.050448078,0.99999707
Lnpep,-0.102010423,0.99999707
Gm15341,0.098199678,0.99999707
Gm26847,0.012911261,0.99999707
Fut4,0.018094501,0.99999707
Gm11619,-0.086027524,0.99999707
Trib2,-0.048892236,0.99999707
Fasn,-0.032446731,0.99999707
Agpat4,0.138474145,0.868733309
Gm45358,0.056389285,0.99999707
1110038B12Rik,0.016855635,0.99999707
Bnipl,-0.079918727,0.99999707
Gm36955,0.03695891,0.99999707
RP23-177D16.5,-0.000197481,0.99999707
Id2,-0.077713276,0.99999707
Zfp808,-0.08679053,0.99999707
Wdr24,0.128433198,0.778411773
Snhg4,0.103054621,0.972607622
Gm24976,-0.115539279,0.951901751
Cd2ap,-0.003759248,0.99999707
Magi2,0.275993815,0.118435586
C5ar2,0.092980328,0.959636996
Dock7,0.03320777,0.99999707
Gm13156,0.015039686,0.99999707
Gm19589,-0.014106145,0.99999707
5730522E02Rik,-0.006464305,0.99999707
Gm38228,0.02639627,0.99999707
H2afx,-0.073219491,0.99999707
Serpinb6b,0.044631213,0.99999707
Platr14,0.201709676,0.26893174
Fubp3,0.023752175,0.99999707
Ncf1,-0.019441676,0.99999707
Dnase1,-0.125932851,0.681420622
Foxd2os,0.318807256,0.031981458
Gm29516,-0.040964154,0.99999707
Ppfibp2,-0.10244876,0.99999707
Ctrl,0.069340621,0.99999707
Gm37120,0.007009248,0.99999707
B3galt4,0.033464439,0.99999707
Gm20379,0.030410919,0.99999707
Hhip,0.016135766,0.99999707
Rcan1,0.249718078,0.088955994
Pgpep1,0.073613696,0.99999707
Gm38372,-0.009965521,0.99999707
Sh3pxd2b,-0.045424866,0.99999707
Gm6426,0.027595536,0.99999707
Trmo,-0.071927583,0.99999707
Mfsd14b,-0.11526466,0.99999707
Med6,0.01252259,0.99999707
Gm11972,0.080079811,0.99999707
Trappc5,0.217276407,0.200847891
Gngt2,-0.093295158,0.99999707
Gm28719,-0.117538573,0.99999707
Avil,0.057778712,0.99999707
2310031A07Rik,0.148493137,0.334389264
Caskin1,-0.099319675,0.99999707
Gm37083,0.052012648,0.99999707
Gm4978,0.043328345,0.99999707
Mgea5,-0.004422036,0.99999707
Cd68,-0.020430182,0.99999707
Gm12734,0.064508272,0.99999707
Ptprs,-0.013541596,0.99999707
Blmh,0.001214661,0.99999707
Brox,-0.026693687,0.99999707
Frmd4a,-0.02121361,0.99999707
Kdelr2,0.0200909,0.99999707
Hnf1b,-0.074526546,0.99999707
Msantd3,-0.038375217,0.99999707
Ankrd63,-0.017733688,0.99999707
Mir1945,-0.084509398,0.99999707
Sparc,-0.006881807,0.99999707
Gm43704,-0.026749354,0.99999707
Gm14828,0.020756192,0.99999707
Gm12151,-0.014949023,0.99999707
Polr3d,-0.031255687,0.99999707
Gm16073,-0.049813312,0.99999707
Gm43359,-0.015475663,0.99999707
Gm37670,0.003277616,0.99999707
Wdr46,-0.107381764,0.99999707
Gm4865,-0.321678266,0.000448102
Lrrc51,-0.126568999,0.99304022
Map3k2,0.067878272,0.99999707
Fbxo15,-0.160948079,0.660251746
Csnk2a1,-0.025666119,0.99999707
Mccc1os,-0.052976905,0.99999707
Gm11895,0.034585745,0.99999707
RP24-271G1.1,-0.041584528,0.99999707
Deptor,0.073283504,0.99999707
RP23-240G3.3,-0.002821448,0.99999707
Rab12,0.026343966,0.99999707
Alox5ap,-0.065334678,0.99999707
Cul1,0.069307383,0.99999707
1700097N02Rik,0.01608774,0.99999707
Itga3,-0.213585585,0.141120139
Ccdc117,-0.090115026,0.99999707
Gmcl1,0.06249563,0.99999707
Ppdpf,-0.00585575,0.99999707
Tcp11l2,0.062083882,0.99999707
Gm4204,0.041367597,0.99999707
Tiprl,-0.01985315,0.99999707
D630045J12Rik,-0.03291705,0.99999707
Gm14861,-0.087380609,0.99999707
Cep83os,0.050905555,0.99999707
Rhob,-0.011516117,0.99999707
Dbn1,0.065162971,0.99999707
Fbxo5,0.005369643,0.99999707
Mtcl1,0.067647648,0.99999707
Aars2,0.02869899,0.99999707
Gm9333,0.025208469,0.99999707
Gm15537,0.056252603,0.99999707
Ighv1-83,-0.20725947,0.3678033
Lpar5,-0.064204405,0.99999707
Gm26189,-0.065003322,0.99999707
Dctn1,-0.13864288,0.949013831
Pnpla2,-0.048411944,0.99999707
Ino80d,-0.021246379,0.99999707
Srsf5,-0.100899179,0.99999707
Gm5308,-0.053620714,0.99999707
Serpinh1,-0.008595726,0.99999707
Snord35a,-0.039303416,0.99999707
Psmb4,-0.038780385,0.99999707
Micall2,-0.085186743,0.991204546
Gm25492,-0.057820577,0.99999707
Pcdhga4,0.053797265,0.99999707
Nudt16,-0.02384863,0.99999707
Gm15602,-0.057280751,0.99999707
Gm43696,-0.014206913,0.99999707
Ffar1,-0.166723573,0.775972094
Wdr73,-0.028764,0.99999707
Cln8,0.031242821,0.99999707
Cln5,-0.21164108,0.039615131
Gml,-0.022674271,0.99999707
Lsm14a,0.002811513,0.99999707
Ttc13,0.063428161,0.99999707
Scamp1,-0.052829985,0.99999707
Usf2,0.017621148,0.99999707
Glns-ps1,-0.081499881,0.99999707
C030018K13Rik,-0.051897331,0.99999707
Gm7150,-0.011269935,0.99999707
Erp44,0.001217049,0.99999707
Scnm1,-0.031838027,0.99999707
Alad,-0.048476532,0.99999707
Rrp9,0.080693903,0.959112161
Gm14082,-0.094856445,0.979942677
Gm31363,0.012261947,0.99999707
Cep290,-0.028123991,0.99999707
Cenpl,0.083718208,0.99999707
Ergic3,-0.023219991,0.99999707
Mphosph6,0.006772626,0.99999707
Poli,0.041575509,0.99999707
Sh3bp1,-0.006810401,0.99999707
Trappc3,-0.130279173,0.954231706
Gm37045,-0.01019739,0.99999707
Nr2c1,-0.091467543,0.99999707
Gm12912,0.00341778,0.99999707
RP23-440L7.5,-0.002152192,0.99999707
Fem1c,-0.029995288,0.99999707
Tmeff1,0.054332825,0.99999707
Lrrc71,-0.00691034,0.99999707
Pkm,0.046247631,0.99999707
Nfkbiz,-0.018201657,0.99999707
Hmgxb4,0.002642576,0.99999707
Gm14403,-0.090596194,0.99999707
Dnase1l3,0.035990417,0.99999707
Myo9a,0.035295492,0.99999707
Gm37240,0.040466396,0.99999707
Gm15432,-0.305480116,0.031981458
Gm15739,-0.107467795,0.891851681
Abce1,0.06092509,0.99999707
Mst1,0.059697339,0.99999707
Coq3,0.030837832,0.99999707
Ppp4r4,-0.045628165,0.99999707
Rpain,-0.045767197,0.99999707
Gm23169,0.030471176,0.99999707
Gm19637,-0.038001861,0.99999707
4933431E20Rik,-0.116548944,0.710187661
Agl,-0.030397935,0.99999707
Khnyn,-0.077113868,0.99999707
Gpc6,-0.042364108,0.99999707
Naprt,-0.085546417,0.99999707
Spout1,0.06463588,0.99999707
Gm5839,0.021562903,0.99999707
Gm43924,0.017859251,0.99999707
Fam216a,-0.028639975,0.99999707
Gm7429,-0.044254106,0.99999707
Zfp282,0.048136471,0.99999707
BC001981,-0.295953117,0.01603047
Stbd1,-0.020051666,0.99999707
Mapk8ip1,-0.013241853,0.99999707
Rps6ka3,0.024686479,0.99999707
Rbm41,-0.119343152,0.974643349
Eif3s6-ps4,-0.194234157,0.265520726
Zfp958,0.118872084,0.913138075
Gm7823,-0.0476892,0.99999707
Armc5,0.017316615,0.99999707
Gtf2h4,-0.131424231,0.99999707
Gm12328,-0.011222688,0.99999707
Gm43329,0.092485064,0.99999707
Irak1bp1,-0.042198682,0.99999707
Pcnx4,-0.000316458,0.99999707
Agbl1,-0.005264485,0.99999707
Gm17976,-0.025786842,0.99999707
Ccdc155,0.032620235,0.99999707
RP23-312B17.3,0.016021286,0.99999707
Gm8116,-0.242183839,0.114806153
Egfl7,-0.020887426,0.99999707
Nr1i3,-0.13016061,0.970034459
Sec24a,-0.042086456,0.99999707
Tmed3,-0.228343036,0.135935635
Rcc1,-0.072741261,0.99999707
1810058I24Rik,-0.074807929,0.99999707
Gm43396,-0.041643279,0.99999707
Gm12854,0.021094601,0.99999707
Pcgf2,-0.268650305,0.061861906
Xpo1,0.016753419,0.99999707
Gtf2i,-0.095173024,0.99999707
B4galt4,-0.05371779,0.99999707
2810001G20Rik,-0.002542559,0.99999707
Pex13,-0.03089342,0.99999707
Ccsap,0.023112248,0.99999707
Spata5l1,0.000913253,0.99999707
Gm43533,-0.023992318,0.99999707
Zc3h15,0.055685313,0.99999707
Gm11633,0.033861902,0.99999707
Lsg1,-0.019929011,0.99999707
Rab32,0.024660684,0.99999707
Slc25a43,0.06262389,0.99999707
Kif4,0.060205898,0.99999707
Gm3807,0.126251285,0.99999707
Ddx46,-0.017985062,0.99999707
Gm18367,0.111396996,0.99999707
Esrrb,-0.040964806,0.99999707
B4galt7,-0.010332136,0.99999707
Golga4,-0.087350866,0.99999707
Calm3,-0.418026926,0.0000842
RP24-397P9.2,-0.027885199,0.99999707
Lin7c,0.00276008,0.99999707
Rbm3os,0.030407589,0.99999707
Gemin7,0.028198391,0.99999707
Tnfrsf22,-0.059622931,0.99999707
Reps2,-0.0336548,0.99999707
Gm10814,-0.008570282,0.99999707
D230022J07Rik,-0.087099777,0.99999707
Rhoc,-0.054420219,0.99999707
App,-0.000326251,0.99999707
Dusp7,-0.331889149,0.013098197
Amigo1,-0.009426748,0.99999707
Tcp1-ps1,-0.057979188,0.99999707
Wrn,-0.052766229,0.99999707
Slc35a4,0.014330398,0.99999707
5730420D15Rik,-0.021787993,0.99999707
Gm4017,-0.058452853,0.99999707
Col17a1,0.113569883,0.841492314
Gm45294,0.089780232,0.99999707
Wdhd1,-0.057860449,0.99999707
RP23-54G12.8,-0.239815008,0.010548213
Gm37494,-0.045371088,0.99999707
Armt1,-0.150777985,0.444837812
Anks6,0.029499376,0.99999707
Gm5732,-0.02156502,0.99999707
Ndufa10,-0.0500053,0.99999707
Trappc11,0.10470597,0.99999707
Tert,0.009937565,0.99999707
Rpl38-ps2,-0.118733919,0.99999707
Rn18s-rs5,-0.007725687,0.99999707
Gh,-0.059020127,0.99999707
Mrps23,-0.000000278,0.99999707
Tmem161b,0.010887098,0.99999707
Gm11948,-0.046345516,0.99999707
Plekha4,-0.101724234,0.99999707
Rps6ka1,0.027475801,0.99999707
Ehd3,0.093719208,0.99999707
Clec4a1,0.004037162,0.99999707
Gm12988,-0.076521347,0.99999707
Gm20508,0.029708657,0.99999707
Inca1,0.05537022,0.99999707
Tdrkh,0.087912292,0.99999707
Gm6070,-0.030144187,0.99999707
Gm13648,-0.084560707,0.99999707
Gpcpd1,-0.038863196,0.99999707
Lgi4,0.032511807,0.99999707
Gm43183,0.037717886,0.99999707
D830025C05Rik,-0.040509358,0.99999707
Zmynd19,0.075922578,0.99999707
Zmym1,0.033969657,0.99999707
Parp10,0.002211268,0.99999707
L3mbtl1,0.022834877,0.99999707
Gm9225,0.064277897,0.99999707
Heca,0.004540683,0.99999707
Frs2,0.020136303,0.99999707
Paxip1,0.046919236,0.99999707
Zfp11,-0.073834667,0.99999707
Sertad4,0.033511978,0.99999707
Slc16a3,-0.085697904,0.99999707
Snord89,0.009256078,0.99999707
Mprip,-0.208082384,0.367046439
Gm27373,0.03604771,0.99999707
Sf3b4,0.067965122,0.561455822
Pigk,0.055331178,0.99999707
Zyg11b,-0.023823599,0.99999707
Cryl1,0.110059564,0.99999707
Gal3st3,0.001172935,0.99999707
Igha,0.003551037,0.99999707
Iglv3,-0.023447762,0.99999707
Fbxo24,-0.049055047,0.99999707
Btnl2,-0.05626937,0.99999707
Ogn,0.09065452,0.99999707
Gm12341,-0.062287115,0.99999707
Fhl4,-0.103534768,0.913138075
Scd4,-0.100070962,0.99999707
Gm37068,-0.158953563,0.754508078
Rbm15,-0.017625878,0.99999707
Wdr45b,-0.076015626,0.99999707
Gm6919,0.020433913,0.99999707
C230037L18Rik,0.075250485,0.99999707
Hoga1,-0.011190141,0.99999707
3110062G12Rik,0.010827864,0.99999707
Gm20634,-0.292783459,0.04181104
Gprc5a,-0.024827155,0.99999707
Gm18025,0.096281338,0.99999707
Gm42471,0.016256274,0.99999707
Lrrc9,0.041405674,0.99999707
Cops7a,-0.078809154,0.99999707
Mpz,0.023500698,0.99999707
Gm44307,0.073150911,0.99999707
Fbxo22,0.000422489,0.99999707
Fbxo25,0.053085485,0.99999707
Rps4x,-0.11917038,0.888867122
Alg8,0.001438248,0.99999707
Gm37674,-0.012277577,0.99999707
Atn1,-0.005445948,0.99999707
Ubap1l,0.034689607,0.99999707
Kcnj9,0.038802271,0.99999707
N4bp2l1,-0.015925038,0.99999707
Gm43172,0.001882307,0.99999707
Hist1h2bf,-0.029825187,0.99999707
Gm13612,0.008001416,0.99999707
Zcchc9,-0.115520664,0.788455413
Mtfp1,0.221754912,0.376458331
Rnd2,-0.046783855,0.99999707
1110020A21Rik,-0.08080229,0.99999707
Gm9625,0.031181833,0.99999707
Gm8151,-0.006037042,0.99999707
Gm12275,-0.078113271,0.979942677
Fdxacb1,-0.457321846,0.0000102
Eif4a-ps4,0.012573639,0.99999707
2010320M18Rik,-0.026228453,0.99999707
Dmwd,0.028370971,0.99999707
Prmt3,0.064236727,0.99999707
Exoc1,-0.1200866,0.894891038
Lrguk,-0.003595358,0.99999707
Gm45422,-0.206131066,0.413343296
Brpf3,0.1593016,0.762922673
Rad54b,-0.029784489,0.99999707
Tars,-0.152644424,0.841492314
Mir5136,0.172472949,0.206884131
Rsrc1,0.016076773,0.99999707
Ccdc77,-0.020571774,0.99999707
Ppp2r1b,-0.018949141,0.99999707
Ffar2,-0.095738939,0.99999707
Api5,0.01179768,0.99999707
Igkv3-7,-0.169579098,0.74338648
Gm10778,-0.033996913,0.99999707
Dedd,0.033045029,0.99999707
Gm17036,0.070160075,0.99999707
45170,-0.042090018,0.99999707
Zfp953,0.029713777,0.99999707
Gm37084,0.020873088,0.99999707
Tmsb15b1,-0.014318556,0.99999707
Rps19-ps13,-0.307321716,0.001985578
Smad1,-0.031178125,0.99999707
Gm6631,0.065786601,0.99999707
Caprin1,0.061772428,0.99999707
Slc11a2,0.090422664,0.99999707
Zfand2b,-0.018939622,0.99999707
Gm6419,0.054453509,0.99999707
Tmem181a,0.0626053,0.99999707
Gm5835,-0.031967307,0.99999707
Sqrdl,0.013412723,0.99999707
Clec2d,-0.055372645,0.99999707
Trim37,0.023595897,0.99999707
Birc2,0.034333064,0.99999707
Mgrn1,0.055174781,0.99999707
Snord42b,0.025954739,0.99999707
Paox,-0.038827743,0.99999707
Gm44867,-0.10327229,0.99999707
Gm3148,0.055212252,0.99999707
Gm8115,-0.059640361,0.99999707
1500011B03Rik,0.002029851,0.99999707
Snx16,-0.001655177,0.99999707
Fpr2,-0.007836937,0.99999707
Tgfbr2,-0.08354453,0.99999707
Hist1h2bn,0.014537695,0.99999707
5830432E09Rik,-0.089095617,0.99999707
Gm6681,-0.003046529,0.99999707
Platr10,0.021485405,0.99999707
Mkln1os,-0.064911695,0.99999707
9230112E08Rik,-0.043285432,0.99999707
Myl6b,-0.066300719,0.99999707
Shpk,-0.001668551,0.99999707
Osbp2,0.099130679,0.99999707
RP23-240G3.2,0.074056767,0.99999707
Gm7833,-0.001408625,0.99999707
Man2a2,-0.025309757,0.99999707
L3mbtl2,0.024647078,0.99999707
Evl,0.011352979,0.99999707
Padi6,0.01192462,0.99999707
Mfap3l,-0.041804628,0.99999707
5530400K19Rik,0.514896104,0.000000102
Ctc1,-0.235730446,0.172439435
2810459M11Rik,0.124474307,0.593899814
Eogt,0.008026781,0.99999707
Dusp5,-0.029354471,0.99999707
Mir1931,0.096159837,0.99999707
3010026O09Rik,-0.026901202,0.99999707
Gm10651,0.086540631,0.99999707
Gm26839,0.036446235,0.99999707
Mad2l2,-0.111415298,0.973780391
Uba52,0.102320072,0.99999707
Gm42600,0.035383516,0.99999707
Gm5559,-0.078470982,0.99999707
Fbxw9,-0.049879691,0.99999707
Tiparp,0.069059977,0.99999707
Gm13166,-0.017464996,0.99999707
n-R5s2,-0.023993798,0.99999707
Igkv9-120,-0.049956469,0.99999707
Tiam2,-0.027134644,0.99999707
B230311B06Rik,0.001703645,0.99999707
D030056L22Rik,-0.075484496,0.99999707
Ndc1,0.028445699,0.99999707
Emilin2,-0.096139109,0.99999707
Txnrd3,0.054027539,0.99999707
Efcab12,0.037909676,0.99999707
Senp5,-0.001504537,0.99999707
Pik3c2a,-0.026021463,0.99999707
G630030J09Rik,-0.00363997,0.99999707
Pigc,-0.027701062,0.99999707
Cd84,0.058607601,0.99999707
Tsga10,-0.01302188,0.99999707
Gm14859,0.132266428,0.761795451
Atp8b1,-0.086374483,0.853952255
Nsfl1c,-0.00904326,0.99999707
Abca6,-0.013935005,0.99999707
Gm28370,-0.023751629,0.99999707
Gm5306,0.040423717,0.99999707
Ciita,-0.024898324,0.99999707
Gm26699,0.067349583,0.99999707
Mzt2,-0.07000264,0.99999707
Slc37a1,-0.063949552,0.99999707
Cyp27a1,0.084793423,0.99999707
Gm16540,0.035102895,0.99999707
Zfp839,0.010686157,0.99999707
4833420G17Rik,0.033809724,0.99999707
Ap1s2,0.056781584,0.99999707
Ercc5,0.070337076,0.99999707
Syne3,0.042465885,0.99999707
Sybu,0.031467894,0.99999707
Gstk1,-0.027115687,0.99999707
Gm6851,-0.135112143,0.825316374
Prr13,0.063983391,0.99999707
Spa17,-0.016266834,0.99999707
Tmco4,0.028298982,0.99999707
Chst11,0.196163257,0.560160403
Rasgef1a,-0.001460806,0.99999707
Jmjd4,0.046883749,0.99999707
Gm37321,0.014036664,0.99999707
4833417C18Rik,0.021004473,0.99999707
Gm28530,-0.055038556,0.99999707
Invs,-0.123265239,0.681360384
Slc31a2,-0.085519445,0.99999707
Ndufv3,0.01108328,0.99999707
RP23-232G11.1,-0.021514122,0.99999707
Dohh,0.088938975,0.99999707
Klhl2,-0.067962118,0.99999707
Gm43788,-0.002374583,0.99999707
Mphosph8,-0.015758827,0.99999707
Tarbp2,-0.074004107,0.99999707
Gm8545,-0.027573385,0.99999707
U2af2,-0.034675979,0.99999707
Mrps7,0.036328439,0.99999707
Gm37033,-0.128768019,0.913138075
Igf2bp2,-0.006378249,0.99999707
Gm8036,0.04995404,0.99999707
Mir92-2,-0.013702146,0.99999707
Nabp1,-0.028550501,0.99999707
Etl4,0.003287035,0.99999707
Neil2,-0.073754827,0.99999707
Chrna10,0.037167337,0.99999707
Ing5,0.102231643,0.99999707
Rapgef4,0.005281991,0.99999707
Sfxn3,-0.092789161,0.99999707
Rny1,0.127089663,0.987266254
Nsun6,0.033364961,0.99999707
Gm21399,-0.042398541,0.99999707
Atp5k,0.078424422,0.99999707
Gm37469,0.074152206,0.99999707
Rc3h1,0.026540256,0.99999707
Txndc16,0.011720083,0.99999707
Gm8326,0.048311983,0.99999707
Them4,0.055160849,0.99999707
