gene_symbol,log2FoldChange,pvalue
Fgf23,-0.10853726,0.944054293
Psmg1,0.210933941,0.359482407
Plk2,0.017630733,0.99999707
Tctn2,-0.10084515,0.931367754
Gm14966,0.045809048,0.99999707
Gm43430,-0.100562246,0.99999707
A230056P14Rik,0.002436416,0.99999707
Cenpc1,-0.050886173,0.99999707
n-R5s169,-0.053087214,0.99999707
Gm8513,0.017378318,0.99999707
Slc31a1,0.020944391,0.99999707
Blk,0.15680264,0.798064366
Kcne3,-0.078997531,0.99999707
Csf2ra,0.023346768,0.99999707
Tmem261,0.016932815,0.99999707
A530072M11Rik,0.042380088,0.99999707
Tefm,-0.000154779,0.99999707
Itpka,0.05949965,0.99999707
Rab43,-0.0000148,0.99999707
9430037G07Rik,0.163491338,0.785178876
Car5a,-0.03031806,0.99999707
Gm11743,-0.176261196,0.686704224
Dact3,0.045818827,0.99999707
Gm6706,0.031308483,0.99999707
Cnpy4,-0.078607027,0.99999707
Stx7,0.017844797,0.99999707
Mir1964,-0.051385386,0.99999707
Gabarap,0.070548949,0.99999707
Rfxank,-0.001603176,0.99999707
Hat1,0.028040965,0.99999707
Ccdc177,0.027561351,0.99999707
Zbtb4,-0.009657303,0.99999707
Capn11,0.004843199,0.99999707
Large2,-0.081064937,0.99999707
Gm42551,-0.00318761,0.99999707
Gal3st1,0.003624046,0.99999707
Lrrn3,0.016317595,0.99999707
Tmem57,0.07519279,0.99999707
Usp9x,0.115153523,0.705273651
Kcna2,0.059832724,0.99999707
Zbtb8os,-0.049400264,0.99999707
Ptges2,-0.003177247,0.99999707
Rbm47,-0.235586782,0.282114436
Chmp2a,0.060317541,0.99999707
Atp9a,0.020093267,0.99999707
Gm13496,-0.108599659,0.743603796
Gm4910,-0.021785865,0.99999707
Vim,-0.06744957,0.99999707
Amy1,-0.049372251,0.99999707
Pigo,0.044669014,0.99999707
Gm25290,-0.067780619,0.992436632
Gm26064,-0.005079293,0.99999707
Gm14035,-0.007082665,0.99999707
Camk1d,-0.082198593,0.99999707
Cebpd,-0.019908621,0.99999707
Hnrnpdl,0.074796828,0.99999707
Lrrc66,0.038747321,0.99999707
Tmem109,0.013440214,0.99999707
AU020206,0.058398108,0.99999707
Gm3724,-0.08200266,0.99999707
Mapk1ip1l,0.0469718,0.99999707
Isyna1,-0.053690273,0.99999707
A430078G23Rik,-0.016974976,0.99999707
Plekhg4,0.074221533,0.99999707
Gm12981,-0.008179249,0.99999707
Slc25a15,0.088959517,0.993161117
Gtf2a1,-0.064845038,0.99999707
Slx4ip,0.031755314,0.99999707
Lemd2,0.163743753,0.690849961
Gm26624,0.036138123,0.99999707
Rasal3,-0.021514924,0.99999707
Fam78b,0.065142491,0.99999707
Clec1b,0.033755399,0.99999707
Btnl10,0.051220639,0.99999707
Pdgfrb,-0.017063701,0.99999707
Gm25116,0.054971432,0.99999707
Cyb561d1,-0.022458392,0.99999707
Rpsa-ps5,0.060245892,0.99999707
Lgi1,0.092969224,0.973780391
Sp3,-0.049479575,0.99999707
Yy1,0.033529598,0.99999707
Upf3a,0.012915495,0.99999707
Gm43707,-0.052532146,0.99999707
Cx3cr1,0.003437736,0.99999707
Upf2,0.038127078,0.99999707
Psmc6,-0.010774319,0.99999707
2410012E07Rik,-0.112928884,0.968059433
Camk2a,-0.055560191,0.99999707
Wdr31,0.03422697,0.99999707
Sycp3,-0.020820825,0.99999707
Rpl21-ps11,0.05317969,0.99999707
Mrps17,-0.177732843,0.62786093
Mboat2,0.022086628,0.99999707
Gm11957,-0.136883563,0.951901751
Champ1,0.07321915,0.99999707
Gm13234,0.001197622,0.99999707
Agbl2,0.035633206,0.99999707
Tgm1,-0.089938841,0.99999707
Gm17092,-0.073942707,0.99999707
Tor4a,-0.038327894,0.99999707
Gm36989,0.024412941,0.99999707
Gm12435,-0.013951088,0.99999707
Tspan18,-0.124403754,0.99999707
1110004E09Rik,0.043461605,0.99999707
Gm26782,-0.004596912,0.99999707
Gm14680,-0.035434545,0.99999707
Nab2,-0.0000841,0.99999707
Gm37098,-0.045413277,0.99999707
Gm24629,-0.033114966,0.99999707
Gm28730,-0.109691853,0.99999707
Dscc1,0.035734853,0.99999707
Gm19708,0.019104174,0.99999707
Elac2,0.13063328,0.980699013
Gm12229,-0.031821334,0.99999707
Pias1,-0.002030771,0.99999707
Gm37939,-0.016011127,0.99999707
Gmppa,0.026343184,0.99999707
Ddb1,0.077526456,0.99999707
Dpagt1,0.048013076,0.99999707
Rab3b,0.063103735,0.99999707
Cep164,-0.047277818,0.99999707
1700125H20Rik,0.019413439,0.99999707
Rpl6,0.066007182,0.99999707
Gm15518,0.084630881,0.99999707
Comtd1,0.003721334,0.99999707
Gm12038,-0.027229233,0.99999707
Gm4877,-0.017909743,0.99999707
RP23-453B15.7,0.023119575,0.99999707
Gm11824,-0.056296294,0.99999707
Tshz3,0.007520934,0.99999707
Trub1,0.010268195,0.99999707
Commd4,0.089330514,0.99999707
Gm44684,-0.048455017,0.99999707
Nfatc2ip,0.020597085,0.99999707
Cux2,-0.063076469,0.99999707
Plpp3,-0.040705208,0.99999707
Slit1,0.077300262,0.99999707
Dph7,0.118306784,0.649151352
Kndc1,-0.107505118,0.938853748
Exoc3,-0.020813954,0.99999707
Gm15787,0.033948866,0.99999707
Trip10,0.160965766,0.785023681
Ncstn,-0.059374198,0.99999707
Lbr,0.032776354,0.99999707
Ngly1,-0.155734981,0.757806257
Upf3b,-0.202348297,0.390103624
Gpr63,0.007071318,0.99999707
Trdc,-0.061969727,0.99999707
Gm17201,0.004291513,0.99999707
Tex38,-0.111857274,0.888867122
Zbtb1,0.114253787,0.99999707
Dad1,0.165957158,0.511205967
Alox5,0.052242606,0.99999707
Zfp335,0.040536769,0.99999707
Arhgap28,0.098154623,0.99999707
Acsl5,-0.005577439,0.99999707
3300002I08Rik,0.040459575,0.99999707
Gm5620,-0.028272936,0.99999707
Slc6a16,-0.048408853,0.99999707
BC085271,0.018990085,0.99999707
n-R5s197,0.049792664,0.99999707
Gpr141,0.204204006,0.200847891
C1qbp,0.060114331,0.99999707
Poldip3,0.101662758,0.99999707
Zfp454,0.008771919,0.99999707
Serpinb1a,0.009550806,0.99999707
Brpf1,-0.000140201,0.99999707
Gm27406,-0.144931097,0.931367754
Nudt8,0.041107504,0.99999707
Rad9b,-0.215790041,0.26893174
Fam96b,0.000359557,0.99999707
Gm8508,-0.041702377,0.99999707
BC048507,-0.031388482,0.99999707
Ubfd1,-0.114370706,0.99999707
Gm25588,0.071348519,0.99999707
Gm16305,0.005036619,0.99999707
Kansl1l,0.080181368,0.99999707
Rgs18,-1.6,1.06E-16
Gm42922,-0.022022056,0.99999707
Gm44746,-0.160601975,0.805263995
Luc7l2,0.011108492,0.99999707
1700086O06Rik,-0.030393366,0.99999707
BC055324,-0.172348145,0.18061718
Gm12098,-0.03693717,0.99999707
Cetn4,-0.019397146,0.99999707
Snord111,-0.023807715,0.99999707
Zcchc11,0.186500512,0.148913389
Ostf1,0.040954346,0.99999707
Zfp61,-0.276762327,0.005200289
Cuedc1,0.009411285,0.99999707
Gm14840,-0.126260535,0.99999707
44986,-0.128191399,0.99999707
Gm44260,-0.008732044,0.99999707
Gm9372,-0.051365827,0.99999707
Rpl38,-0.007279779,0.99999707
Echdc3,-0.003882674,0.99999707
Tbcel,0.057673575,0.99999707
AI847159,-0.060967298,0.99999707
Mettl6,-0.062540342,0.99999707
Dock4,0.037227947,0.99999707
Cd180,0.096491532,0.991394626
Gm14530,-0.0764018,0.99999707
Sephs1,-0.003850446,0.99999707
Herpud2,-0.006029309,0.99999707
Ngb,0.098270352,0.99999707
Ptov1,-0.05809706,0.99999707
Gm16268,0.067594348,0.99999707
Lmbrd2,-0.033519227,0.99999707
Gm15667,0.025121667,0.99999707
Hspa8,0.166968736,0.486109763
Rspry1,0.041845418,0.99999707
Pcyt2,0.043393403,0.99999707
Iffo1,-0.015337411,0.99999707
Gm25544,0.03814146,0.99999707
Clec9a,-0.073037944,0.99999707
Rpl9-ps1,0.050920347,0.99999707
Gm11478,0.02793798,0.99999707
1500004A13Rik,0.045355364,0.99999707
4921514A10Rik,0.133070855,0.832678241
Tfb1m,-0.067835652,0.99999707
Limd2,0.066497793,0.99999707
Gm34411,0.052773901,0.993780443
Ltbp2,0.008414149,0.99999707
Gm22574,-0.005562098,0.99999707
Zak,-0.171075402,0.226048757
Chchd2,-0.063814888,0.99999707
Tango2,-0.117574006,0.99999707
Gm8177,0.015642476,0.99999707
Spcs2,-0.017390939,0.99999707
Stxbp1,0.003849465,0.99999707
S100a6,-0.062811365,0.99999707
Gm3940,0.133603589,0.994998652
Angptl4,0.0111316,0.99999707
Cep170b,0.010178601,0.99999707
Ighv1-70,-0.145936611,0.695964497
9030624G23Rik,-0.019921078,0.99999707
Gm22948,-0.055989631,0.99999707
Slc9b2,-0.097675952,0.998356861
Gm28229,0.046924309,0.99999707
Atg2a,0.121081327,0.99999707
Gm9645,0.040846577,0.99999707
Ecscr,0.047679133,0.99999707
Gm37699,-0.199298539,0.376941364
Pth1r,0.004828231,0.99999707
Trbc2,0.141495482,0.695146546
Gm8428,0.079690581,0.99999707
Pde6g,-0.019189875,0.99999707
Gm23639,-0.087739979,0.99999707
Elf2,-0.05287533,0.99999707
Lama5,0.030219261,0.99999707
Gm10307,-0.188319636,0.62592144
Gmnn,0.059061081,0.99999707
Adcy4,-0.0674929,0.99999707
Gm15484,0.080553178,0.99999707
Gm24601,0.030617089,0.99999707
Gm45140,-0.001219033,0.99999707
Ighv14-3,-0.061551967,0.891241783
Vamp8,-0.148946245,0.888867122
Gm27271,0.043635662,0.99999707
Rrp36,0.064638689,0.99999707
Col7a1,-0.037276883,0.99999707
Hist1h3h,-0.026638975,0.99999707
Lipe,0.103568614,0.99999707
Dync2li1,-0.158254632,0.829082954
Swap70,-0.066972603,0.99999707
Zfp108,0.027739093,0.99999707
Cyp2d22,0.086497037,0.931367754
Cebpa,-0.015842059,0.99999707
Gm648,-0.06111499,0.99999707
Dnttip2,-0.010328912,0.99999707
Gm43136,-0.044051348,0.99999707
Mthfd2,0.053500709,0.99999707
Hagh,0.053326879,0.99999707
Mrpl43,-0.009034359,0.99999707
Gm43268,-0.004217294,0.99999707
Foxp2,-0.009012029,0.99999707
Scarb1,0.115521757,0.99999707
Gm29642,-0.081489404,0.99999707
Ndufa9,-1.2,3.39E-34
RP23-114B10.6,0.106798199,0.971788078
Milr1,0.088644805,0.99999707
Ppp1r9b,-0.066072545,0.99999707
Foxred1,-0.102333137,0.99999707
Dnaja3,0.013271877,0.99999707
Gm5637,0.032948682,0.99999707
Slc7a7,-0.067120921,0.99999707
Arl2,0.071319347,0.99999707
9030617O03Rik,0.091442575,0.99999707
Gm4859,0.012450234,0.99999707
Gm7985,-0.015112897,0.99999707
Gm45041,-0.05308151,0.99999707
Rabac1,0.016347218,0.99999707
Adgrg7,0.232316118,0.297589169
Gm12159,-0.041599251,0.99999707
Nudt4,0.147532535,0.554207516
Chtop,-0.167712861,0.76518632
Pofut1,0.143914929,0.568352854
Arf2,-0.055024335,0.99999707
Gm9824,0.008555738,0.99999707
Oaz2-ps,0.020838354,0.99999707
Rplp1,0.001592574,0.99999707
Efna5,-0.03808122,0.99999707
Gm37760,-0.046929646,0.99999707
Gm7351,0.011222343,0.99999707
Gm3086,0.031182772,0.99999707
Tmem33,-0.054986103,0.99999707
Apba1,-0.034248846,0.99999707
Gm25369,-0.058392228,0.99999707
Raver2,0.062164448,0.99999707
Plxnb1,-0.043258394,0.99999707
Dnajb9,0.014833125,0.99999707
Egfl6,0.102843751,0.851791652
Cldn1,-0.103459083,0.99999707
Gm9794,0.081242449,0.99999707
Gm43312,-0.064964562,0.99999707
Pgp,-0.067972643,0.99999707
Gm4953,-0.03372192,0.99999707
Gm10132,-0.022222856,0.99999707
Camk2n1,0.057028524,0.99999707
Klra1,-0.253191233,0.000521753
RP23-356I16.2,-0.053780004,0.99999707
Ampd2,-0.090007748,0.99999707
St7,-0.086815013,0.99999707
Abhd8,0.013624096,0.99999707
Naf1,-0.038088398,0.99999707
Nmral1,0.040467528,0.99999707
Atrnl1,0.070638871,0.99999707
Olfr373,0.030773149,0.99999707
Top3b,-0.009423761,0.99999707
RP24-292O2.2,0.020437471,0.99999707
Gm44931,-0.013765522,0.99999707
Pim3,0.052181224,0.99999707
Gm43712,0.043867386,0.99999707
Ndufb9,0.001715054,0.99999707
Snord13,0.068917863,0.99999707
Mcm8,0.035180565,0.99999707
Mon1b,0.015745857,0.99999707
RP24-94F12.7,-0.110005667,0.973780391
Fpgt,0.0501081,0.99999707
Gm13856,0.001114594,0.99999707
Xbp1,0.092679404,0.99999707
Tjap1,0.074076363,0.99999707
Ddx42,0.008107356,0.99999707
Gm8245,0.043807492,0.99999707
Trim2,-0.021614079,0.99999707
Stra6l,-0.049498598,0.99999707
Igf2,-0.083743362,0.99999707
Dyrk4,-0.066828849,0.99999707
Gm42868,-0.020297499,0.99999707
Morn2,0.092181097,0.939752716
Eif2s2,-0.006841942,0.99999707
Pdhx,-0.109891857,0.868733309
Prkx,-0.104698986,0.99999707
Gm15720,0.018770067,0.99999707
Szt2,-0.021677238,0.99999707
Gm43760,0.051523177,0.99999707
Xkrx,0.031393934,0.99999707
RP23-158E1.3,0.120642344,0.898378317
Lpl,-0.007480184,0.99999707
Zfp677,-0.041047029,0.99999707
AI506816,0.030781704,0.99999707
Tars2,-0.031492982,0.99999707
Gm2546,0.002703497,0.99999707
Map4k4,-0.074906071,0.99999707
Gm15153,0.029643812,0.99999707
Mcmdc2,-0.201567686,0.200847891
Ighv2-9,-0.021760716,0.99999707
Ces2g,-0.011352307,0.99999707
Gm16253,-0.01379576,0.99999707
Ebi3,-0.001842176,0.99999707
Ubald2,-0.218622843,0.340211262
Slc38a7,-0.050560507,0.99999707
Cep97,-0.041711498,0.99999707
Zfp592,-0.001270554,0.99999707
Cass4,0.045496071,0.99999707
Gm5281,-0.018682471,0.99999707
Psma4,0.003724877,0.99999707
Gm11973,-0.04928968,0.99999707
Stx2,0.033359628,0.99999707
Gm17828,-0.073056081,0.99999707
Dnajc28,0.163032893,0.575270528
Fam98c,-0.096207106,0.991394626
Wdpcp,0.235093459,0.280537679
Crlf2,0.165934998,0.732341158
Gm4943,-0.031177811,0.99999707
Ighv1-38,0.02585632,0.99999707
Dnah17,-0.037428107,0.99999707
Gm44664,-0.009392479,0.99999707
Smchd1,-0.157496118,0.388783138
Lamp2,-0.041600119,0.99999707
Zfp13,-0.038621752,0.99999707
Pcdhb18,-0.005179879,0.99999707
Taf7,0.194906072,0.458379194
Gm5873,-0.069145631,0.99999707
Prkd2,-0.341095662,0.01603047
Gm6506,0.024106611,0.99999707
Rad18,-0.071250712,0.99999707
E130102H24Rik,-0.042457336,0.99999707
Mta2,0.013593683,0.99999707
Gch1,-0.029113396,0.99999707
Gm14754,-0.007395515,0.99999707
Dnmt1,-0.151141975,0.468345042
Lox,0.010493325,0.99999707
Syne1,-0.159737958,0.746592382
Cep85,0.043830197,0.99999707
BC051226,0.024735563,0.99999707
Utp23,0.00462091,0.99999707
RP24-252B21.3,0.161212455,0.195217263
M6pr,0.019715677,0.99999707
Pnisr,0.011219138,0.99999707
Ppp6r3,0.025491688,0.99999707
Mertk,0.022810573,0.99999707
Cpq,-0.035425939,0.99999707
Oxsr1,0.101636549,0.99999707
Rpp25,0.10645294,0.99999707
Gm26944,0.01403096,0.99999707
Cep89,-0.018576207,0.99999707
Gm12713,0.028612189,0.99999707
Pla2r1,-0.057790707,0.99999707
Rhobtb2,-0.142303814,0.772216801
Tnfrsf9,0.046350559,0.99999707
Gm28694,-0.007711322,0.99999707
Gm45113,-0.10745561,0.964533825
Pnck,-0.068831001,0.99999707
Gm7384,0.057064498,0.99999707
Scarna13,-0.069858139,0.99999707
Pmm1,-0.094257498,0.273563246
Cd244,0.00615979,0.99999707
Snord49a,0.091712506,0.99999707
Atm,0.106725363,0.99999707
Msl3,0.001001653,0.99999707
Zc2hc1b,0.172122842,0.710996303
Gm7593,-0.076243447,0.99999707
Il18bp,-0.01330407,0.99999707
Trmt13,0.021552653,0.99999707
Klhl18,-0.041490446,0.99999707
Bhlhb9,-0.058970147,0.99999707
Tspan4,-0.022994373,0.99999707
Gjc1,-0.064513737,0.99999707
Trim30c,0.00047015,0.99999707
Gm45010,0.120156072,0.935580259
Gm7206,-0.024731855,0.99999707
Elf4,-0.014329206,0.99999707
9930014A18Rik,-0.129369581,0.99999707
Epha7,-0.033231185,0.99999707
Prkar1a,-0.026814193,0.99999707
Pabpc2,-0.003131381,0.99999707
Asb13,-0.025469875,0.99999707
Rrp8,0.021705289,0.99999707
Hspe1,-0.073102911,0.99999707
Zfp597,-0.103710597,0.99999707
Cxcl10,-0.058834246,0.99999707
Gnptg,-0.04832843,0.99999707
Bace1,-0.057032599,0.99999707
Irf9,0.023369708,0.99999707
Tmem25,0.121217254,0.979942677
Ankib1,0.000432999,0.99999707
Gm42847,-0.003826859,0.99999707
Gm5300,-0.020271091,0.99999707
RP23-288C18.3,0.033298106,0.99999707
Gm13675,0.049456099,0.99999707
Prkab2,-0.002193524,0.99999707
Lrr1,0.032914631,0.99999707
Brip1os,-0.00451321,0.99999707
Gm7857,0.025988113,0.99999707
Noc2l,0.06388118,0.99999707
Gm12919,-0.034724674,0.99999707
Gm13421,-0.002179264,0.99999707
Zfp868,0.081096732,0.99999707
Ddx47,0.00095751,0.99999707
5330411O13Rik,-0.088660697,0.99999707
Zcchc8,0.058312785,0.99999707
Zfp595,-0.066500232,0.99999707
Nbeal2,0.071043106,0.99999707
Gm44292,-0.144763807,0.390519737
Dach2,0.00048964,0.99999707
Wdr34,-0.030726877,0.99999707
Rfc1,-0.028313924,0.99999707
Zfp629,0.089724042,0.99999707
Slco4a1,0.00073441,0.99999707
Cpt1b,-0.057725944,0.99999707
Rimklb,-0.098430453,0.99999707
Psmb9,-0.073900636,0.99999707
Abcb8,-0.06254681,0.99999707
Gm6652,0.046113578,0.99999707
Gm14453,-0.104268117,0.99999707
Gab1,-0.034385871,0.99999707
Cd79a,0.045387881,0.99999707
A430110C17Rik,-0.023447932,0.99999707
Hpf1,-0.225718951,0.193267103
Lrrc10b,0.069963442,0.99999707
Gm4887,-0.042012759,0.99999707
Zbtb37,-0.024882998,0.99999707
Gm14046,0.183912103,0.63091191
Cd36,0.01391539,0.99999707
Fam117a,0.052870435,0.99999707
Gm37254,-0.043353729,0.99999707
Slc5a2,0.040766079,0.99999707
Fcho1,-0.062102239,0.99999707
Nr1d1,-0.002189719,0.99999707
Gm11383,0.014288976,0.99999707
Rrp7a,0.000769824,0.99999707
Uimc1,-0.01605329,0.99999707
Zfp286,0.053330907,0.99999707
Tekt5,0.010949648,0.99999707
B930095G15Rik,-0.062871563,0.99999707
Gm7436,-0.082489241,0.99999707
Gm6227,-0.168690337,0.759587253
Eif1ax,0.033171351,0.99999707
Gm16265,0.045954114,0.99999707
Map7d1,-0.100923225,0.99999707
Gm37009,0.041103284,0.99999707
A230005M16Rik,-0.175073971,0.717313753
Gm13437,0.008243119,0.99999707
Ankrd40,-0.065580056,0.99999707
Gna12,0.051646951,0.99999707
Gm14057,0.084386058,0.99999707
Eepd1,0.11710774,0.987266254
Rag1,-0.04568989,0.99999707
Crocc,0.075224539,0.99999707
Elac1,-0.004571814,0.99999707
Sfmbt2,-0.146221184,0.310526313
Gm44321,-0.14206032,0.80563386
Gtpbp1,-0.004209545,0.99999707
Galnt3,-0.046970085,0.99999707
Igf2os,-0.018710566,0.99999707
Tut1,-0.01219161,0.99999707
1700047K16Rik,0.034390385,0.99999707
Thg1l,0.033707216,0.99999707
Lrp4,0.019177178,0.99999707
Ell3,0.051009245,0.99999707
Ighv1-12,-0.012738066,0.99999707
Gm8492,0.021709938,0.99999707
Il17rc,-0.09826041,0.99999707
Gm8121,0.082972259,0.99999707
Klc2,0.115008072,0.891851681
Lcat,-0.026759836,0.99999707
Il20ra,-0.004254024,0.99999707
Polm,-0.046733237,0.99999707
Gpatch8,-0.061302951,0.99999707
Gm17484,-0.042289163,0.99999707
Gm16754,0.014513918,0.99999707
Pus1,0.04788364,0.99999707
Arhgef3,0.012385594,0.99999707
Spint2,0.031124684,0.99999707
Pgk1,-0.260832502,0.133147772
Sapcd2,-0.07051069,0.99999707
Ppp1r18,0.03857396,0.99999707
Snord85,0.079075484,0.99999707
RP23-162M13.9,0.007668895,0.99999707
Zc3h12b,-0.037726649,0.99999707
Rom1,-0.078119445,0.695964497
Snx18,-0.104897684,0.99999707
1110059E24Rik,-0.008785369,0.99999707
Gm21738,-0.010931769,0.99999707
Gm11889,0.000932595,0.99999707
Fbxo36,-0.043863318,0.99999707
Hexa,0.003370883,0.99999707
Eif3f,0.029506901,0.99999707
Gm11662,0.04934181,0.99999707
Lats1,0.043499933,0.99999707
Fam109a,0.011150736,0.99999707
Rabgap1,0.106209155,0.99999707
Gm43294,0.012451703,0.99999707
Atp5j2,0.014573937,0.99999707
Gm45405,-0.011517494,0.99999707
Tfap4,0.056573261,0.99999707
RP23-390K13.4,0.007392046,0.99999707
Gm7191,0.067378433,0.99999707
Orc5,-0.066398202,0.99999707
Adamtsl2,-0.005005464,0.99999707
Gprin1,0.120805056,0.728700775
Gm37415,0.192515021,0.300998538
Dbp,0.020639876,0.99999707
Pigs,0.015826856,0.99999707
Iars,-0.093322232,0.99999707
Gm20219,-0.049260237,0.99999707
Sirt5,0.107963555,0.99999707
Wdr93,-0.055481499,0.99999707
Urod,0.104593067,0.99999707
Gm7551,-0.042003381,0.99999707
Rnf168,-0.176942832,0.371599494
Abcc1,-0.132212651,0.974643349
Slc35a5,-0.025630156,0.99999707
Cd1d2,0.034307917,0.99999707
Ak1,0.04049686,0.99999707
Zswim6,0.013844511,0.99999707
RP23-323P3.1,0.026341151,0.99999707
Clec4a2,0.08643635,0.99999707
Fam185a,-0.007349977,0.99999707
Cdhr1,0.204182716,0.083665478
Gm24091,0.050688421,0.99999707
Hacd3,-0.452146763,0.00000123
Fsd1l,-0.036194694,0.99999707
Gm42670,-0.112332797,0.998356861
Nemp1,0.136737585,0.859961692
Gm22884,0.047787412,0.99999707
Plekhs1,-0.057193901,0.99999707
Gm13413,-0.029521681,0.99999707
Oxld1,-0.071655602,0.99999707
Arap1,-0.057010984,0.99999707
Tmem243,0.030422102,0.99999707
Atf6,0.114773222,0.979942677
Prkch,0.001374601,0.99999707
Ywhah,-0.013223224,0.99999707
Gm37738,0.024912691,0.99999707
D130043K22Rik,-0.011698929,0.99999707
Lta4h,-0.008323253,0.99999707
Ighd5-6,-0.094798125,0.970034459
Auts2,0.039211058,0.99999707
Eef1b2,-0.070066962,0.99999707
Znhit1,-0.179735174,0.408379636
Gm17300,0.045784435,0.99999707
Nacc2,0.015367605,0.99999707
Mif-ps3,-0.041571317,0.99999707
Dhx37,-0.018071189,0.99999707
Fopnl,-0.035520111,0.99999707
Gorasp2,0.002904493,0.99999707
Col20a1,0.05826831,0.99999707
Gm13142,0.071745048,0.99999707
Rxrb,-0.016363985,0.99999707
Wwox,0.052762688,0.99999707
Zfp619,0.035531195,0.99999707
Decr1,0.044227703,0.99999707
Gm26885,-0.013214978,0.99999707
Atp5k-ps2,-0.013785658,0.99999707
Pkp3,-0.063625492,0.99999707
Gm17641,0.019269154,0.99999707
Cldn4,0.090943345,0.99999707
Mtus2,0.032560542,0.99999707
Gm6180,0.047720094,0.99999707
Gm43951,-0.124832802,0.977784437
Rmnd5a,-0.036687943,0.99999707
Sypl,-0.056435406,0.99999707
Gm14038,0.15978917,0.293903013
Alpl,-0.129559863,0.927529373
Gm13608,-0.013283363,0.99999707
Snord118,0.009682044,0.99999707
Rpsa-ps2,0.114163204,0.979942677
Gm23264,-0.008169993,0.99999707
Gm16557,-0.002448822,0.99999707
RP24-496O17.9,0.119777624,0.72739407
Pf4,-0.002972289,0.99999707
Hexb,0.028851504,0.99999707
Jhy,0.049056155,0.99999707
Gm5590,0.009249446,0.99999707
Strip1,-0.077412088,0.99999707
Gm5239,-0.007120787,0.99999707
Fto,0.010035426,0.99999707
Oaf,-0.039606875,0.99999707
Matn1,-0.018124422,0.99999707
Hist1h4f,-0.010223527,0.99999707
Mtbp,0.056468115,0.99999707
Lpar6,0.002009585,0.99999707
Rpl31-ps18,0.215045485,0.01439969
1700003G18Rik,-0.03637884,0.99999707
Lhx3,-0.095258035,0.99999707
BC025920,-0.030515938,0.99999707
Tfdp1,0.048351338,0.99999707
Slc25a32,-0.026202008,0.99999707
Hoxb7,0.055495036,0.99999707
Gm14106,0.013459091,0.99999707
Gm10676,-0.056271748,0.99999707
Gm43769,-0.081643252,0.99999707
Idh3b,-0.058917933,0.99999707
Rnase4,0.004423345,0.99999707
Phlpp1,-0.346578638,0.013383353
Nfe2l2,0.013691437,0.99999707
Igkv7-33,-0.013002668,0.99999707
Tomm20,-0.098948525,0.99999707
Gm44571,0.062542455,0.99999707
Pdzk1,0.023976215,0.99999707
Cox6b2,-0.023640196,0.99999707
Epb42,0.030642086,0.99999707
Ttf1,-0.166340849,0.598669385
A930024N18Rik,0.006023752,0.99999707
Gm26628,0.047408615,0.99999707
Rps9,0.113850012,0.99999707
Ngrn,0.117572249,0.951901751
Arpc4,-0.136660526,0.874967516
Gm38305,0.058366889,0.99999707
Gm17511,-0.035170445,0.99999707
U2af1,-0.065589637,0.99999707
Gm10290,-0.081679187,0.99999707
Pdlim1,0.031081166,0.99999707
Capn1,0.027640646,0.99999707
Gm43403,-0.248604586,0.164270237
Basp1,-0.072840054,0.99999707
Gm11313,-0.046936423,0.99999707
Ssu72,-0.149759701,0.63091191
Flnc,0.022177511,0.99999707
Dhfr,-0.105856535,0.99999707
Il15,-0.075665792,0.99999707
Hyi,-0.041928638,0.99999707
Ptgs2,-0.005792734,0.99999707
Lzts2,-0.091398364,0.99999707
Gm7977,-0.026484851,0.99999707
Rps19-ps14,-0.028649518,0.99999707
Srp14,0.003085417,0.99999707
Gm11462,-0.103487293,0.99999707
Ncs1,-0.014916724,0.99999707
Avpi1,-0.026525164,0.99999707
Tcf24,-0.067732851,0.99999707
Zfp444,-0.009769384,0.99999707
Gm16741,-0.073859089,0.99999707
Btbd3,0.116550362,0.99999707
Epb41l4aos,0.085630643,0.99999707
Spata5,-0.031357025,0.99999707
Hmgb1,0.029568772,0.99999707
Rbm15b,-0.042984295,0.99999707
Cct3,0.002005612,0.99999707
Fam136a,-0.068831608,0.99999707
Asap1,-0.006794325,0.99999707
Map3k15,-0.023536901,0.99999707
Gm11449,0.027091413,0.99999707
Gm5483,0.039784563,0.99999707
Dbndd2,-0.064075747,0.99999707
Triobp,0.184653975,0.48843943
Mrpl55,-0.042076235,0.99999707
Padi3,-0.123981195,0.52751236
Ddx27,-0.034183574,0.99999707
Gm42462,-0.020920295,0.99999707
Gm14584,-0.140154076,0.915742972
RP23-162P10.2,0.017550042,0.99999707
Zfp825,0.120997125,0.99999707
